"alpha","theta","intercept","infected","female","age_14","age_28","age_42","age_56","inf_female","inf_14","inf_28","inf_42","inf_56","female_14","female_28","female_42","female_56","female_inf_14","female_inf_28","female_inf_42","female_inf_56"
0.4702,0.4702,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794,0.3794
1.114988,4.73272,1.224525,-0.4636519,0.06126246,1.83987,1.456864,0.7476735,0.2777832,-0.03781173,-0.9081203,-0.9012455,-0.5302593,-0.3442507,0.13778395,0.06706877,0.2957999,0.10999838,0.09359469,0.04177699,-0.18162112,0.08890605
1.11596043417576,4.76403596280471,1.22172214311707,-0.448095137714803,0.0606603640890757,1.84372370164415,1.46195282861518,0.754377788516051,0.288310661015871,-0.0502024450595416,-0.924077810151797,-0.918568514384082,-0.543441427422786,-0.378112328788415,0.140274026052548,0.0748492179253755,0.296281738790977,0.110865520769454,0.106699693389373,0.0509169102963914,-0.175068714305383,0.110184717274639
1.11596043417576,4.76403596280471,1.22172214311707,-0.448095137714803,0.0606603640890757,1.84372370164415,1.46195282861518,0.754377788516051,0.288310661015871,-0.0502024450595416,-0.924077810151797,-0.918568514384082,-0.543441427422786,-0.378112328788415,0.140274026052548,0.0748492179253755,0.296281738790977,0.110865520769454,0.106699693389373,0.0509169102963914,-0.175068714305383,0.110184717274639
1.11596043417576,4.76403596280471,1.21446080972092,-0.448562655130641,0.0697134076345109,1.85937219512329,1.4751617385624,0.757552702179069,0.285865938679112,-0.0505145861134448,-0.931701636799519,-0.915207369864173,-0.543230157282761,-0.363001283856308,0.118232786333877,0.0537928281391007,0.293834374928026,0.100663948661232,0.119723412305949,0.0640126833011887,-0.178366445353668,0.0952942276266531
1.11596043417576,4.76403596280471,1.21446080972092,-0.448562655130641,0.0697134076345109,1.85937219512329,1.4751617385624,0.757552702179069,0.285865938679112,-0.0505145861134448,-0.931701636799519,-0.915207369864173,-0.543230157282761,-0.363001283856308,0.118232786333877,0.0537928281391007,0.293834374928026,0.100663948661232,0.119723412305949,0.0640126833011887,-0.178366445353668,0.0952942276266531
1.11596043417576,4.76403596280471,1.21446080972092,-0.448562655130641,0.0697134076345109,1.85937219512329,1.4751617385624,0.757552702179069,0.285865938679112,-0.0505145861134448,-0.931701636799519,-0.915207369864173,-0.543230157282761,-0.363001283856308,0.118232786333877,0.0537928281391007,0.293834374928026,0.100663948661232,0.119723412305949,0.0640126833011887,-0.178366445353668,0.0952942276266531
1.11596043417576,4.76403596280471,1.21446080972092,-0.448562655130641,0.0697134076345109,1.85937219512329,1.4751617385624,0.757552702179069,0.285865938679112,-0.0505145861134448,-0.931701636799519,-0.915207369864173,-0.543230157282761,-0.363001283856308,0.118232786333877,0.0537928281391007,0.293834374928026,0.100663948661232,0.119723412305949,0.0640126833011887,-0.178366445353668,0.0952942276266531
1.11596043417576,4.76403596280471,1.21446080972092,-0.448562655130641,0.0697134076345109,1.85937219512329,1.4751617385624,0.757552702179069,0.285865938679112,-0.0505145861134448,-0.931701636799519,-0.915207369864173,-0.543230157282761,-0.363001283856308,0.118232786333877,0.0537928281391007,0.293834374928026,0.100663948661232,0.119723412305949,0.0640126833011887,-0.178366445353668,0.0952942276266531
1.11596043417576,4.76403596280471,1.21446080972092,-0.448562655130641,0.0697134076345109,1.85937219512329,1.4751617385624,0.757552702179069,0.285865938679112,-0.0505145861134448,-0.931701636799519,-0.915207369864173,-0.543230157282761,-0.363001283856308,0.118232786333877,0.0537928281391007,0.293834374928026,0.100663948661232,0.119723412305949,0.0640126833011887,-0.178366445353668,0.0952942276266531
1.11596043417576,4.76403596280471,1.21446080972092,-0.448562655130641,0.0697134076345109,1.85937219512329,1.4751617385624,0.757552702179069,0.285865938679112,-0.0505145861134448,-0.931701636799519,-0.915207369864173,-0.543230157282761,-0.363001283856308,0.118232786333877,0.0537928281391007,0.293834374928026,0.100663948661232,0.119723412305949,0.0640126833011887,-0.178366445353668,0.0952942276266531
1.11688055209968,4.74028313820026,1.21446080972092,-0.448562655130641,0.0697134076345109,1.85937219512329,1.4751617385624,0.757552702179069,0.285865938679112,-0.0505145861134448,-0.931701636799519,-0.915207369864173,-0.543230157282761,-0.363001283856308,0.118232786333877,0.0537928281391007,0.293834374928026,0.100663948661232,0.119723412305949,0.0640126833011887,-0.178366445353668,0.0952942276266531
1.11688055209968,4.74028313820026,1.21446080972092,-0.448562655130641,0.0697134076345109,1.85937219512329,1.4751617385624,0.757552702179069,0.285865938679112,-0.0505145861134448,-0.931701636799519,-0.915207369864173,-0.543230157282761,-0.363001283856308,0.118232786333877,0.0537928281391007,0.293834374928026,0.100663948661232,0.119723412305949,0.0640126833011887,-0.178366445353668,0.0952942276266531
1.11688055209968,4.74028313820026,1.19133906701055,-0.433669808455911,0.0902751300794453,1.8708454811811,1.48692025072104,0.772693040838944,0.301533283425387,-0.0739812052157983,-0.945195082234051,-0.935809578372863,-0.56494744134114,-0.378779659051602,0.0995104214307742,0.0265399954334077,0.26517554470591,0.0791382420908769,0.136790708732735,0.0962265859453265,-0.137303459019972,0.113030449836546
1.10167813601347,4.93656273934765,1.20335369495528,-0.445656668270588,0.0678392646242488,1.84993722035772,1.46641601149156,0.745091656254676,0.272021267767794,-0.066224024983573,-0.941199953804086,-0.927735078550662,-0.542060843295313,-0.357801127120128,0.112241543401028,0.0449289195629112,0.288484583304559,0.101786279907583,0.13993434065775,0.0870090796394678,-0.15565444035039,0.100631841480339
1.10167813601347,4.93656273934765,1.20335369495528,-0.445656668270588,0.0678392646242488,1.84993722035772,1.46641601149156,0.745091656254676,0.272021267767794,-0.066224024983573,-0.941199953804086,-0.927735078550662,-0.542060843295313,-0.357801127120128,0.112241543401028,0.0449289195629112,0.288484583304559,0.101786279907583,0.13993434065775,0.0870090796394678,-0.15565444035039,0.100631841480339
1.10167813601347,4.93656273934765,1.20335369495528,-0.445656668270588,0.0678392646242488,1.84993722035772,1.46641601149156,0.745091656254676,0.272021267767794,-0.066224024983573,-0.941199953804086,-0.927735078550662,-0.542060843295313,-0.357801127120128,0.112241543401028,0.0449289195629112,0.288484583304559,0.101786279907583,0.13993434065775,0.0870090796394678,-0.15565444035039,0.100631841480339
1.10167813601347,4.93656273934765,1.20335369495528,-0.445656668270588,0.0678392646242488,1.84993722035772,1.46641601149156,0.745091656254676,0.272021267767794,-0.066224024983573,-0.941199953804086,-0.927735078550662,-0.542060843295313,-0.357801127120128,0.112241543401028,0.0449289195629112,0.288484583304559,0.101786279907583,0.13993434065775,0.0870090796394678,-0.15565444035039,0.100631841480339
1.10167813601347,4.93656273934765,1.20491200148054,-0.453347027678753,0.0526018173129726,1.85219984903825,1.46868476995785,0.738926872598951,0.265329182711448,-0.0519149296497103,-0.937005836462678,-0.924287736591409,-0.535006241374596,-0.354220078018654,0.113804722762184,0.061658818523716,0.299426437527055,0.119852714530773,0.14162248645153,0.0674170582744445,-0.163026140110751,0.0842188304944036
1.10167813601347,4.93656273934765,1.20491200148054,-0.453347027678753,0.0526018173129726,1.85219984903825,1.46868476995785,0.738926872598951,0.265329182711448,-0.0519149296497103,-0.937005836462678,-0.924287736591409,-0.535006241374596,-0.354220078018654,0.113804722762184,0.061658818523716,0.299426437527055,0.119852714530773,0.14162248645153,0.0674170582744445,-0.163026140110751,0.0842188304944036
1.10167813601347,4.93656273934765,1.20491200148054,-0.453347027678753,0.0526018173129726,1.85219984903825,1.46868476995785,0.738926872598951,0.265329182711448,-0.0519149296497103,-0.937005836462678,-0.924287736591409,-0.535006241374596,-0.354220078018654,0.113804722762184,0.061658818523716,0.299426437527055,0.119852714530773,0.14162248645153,0.0674170582744445,-0.163026140110751,0.0842188304944036
1.10167813601347,4.93656273934765,1.19706421689654,-0.455042677678074,0.068931185284849,1.86509554914497,1.47940868064823,0.75266848308317,0.279321353375228,-0.0440567820004592,-0.928774586769048,-0.919365519017031,-0.531768826410402,-0.353103825953169,0.102474490522759,0.040728692759529,0.286684055811946,0.112915567012987,0.131838931817027,0.0666618815902364,-0.170138110601228,0.0682478718212764
